date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:25:44	1509/1509	---MCZ	200	added ('OK')	text/css	etag:W/%225e5-64b387e69040f%22	https://writerity.com/wp-content/plugins/wordpress-popular-posts/assets/css/wpp.css?ver=5.2.4	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/plugins/wordpress-popular-posts/assets/css/wpp4d2c.css	(from https://writerity.com/)
10:25:44	119816/119816	---MCZ	200	added ('OK')	text/css	etag:W/%221d408-59a11f7e9922e%22	https://writerity.com/wp-content/themes/bezel-wp/assets/css/bundle.css?ver=5.2.21	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/css/bundled6eb.css	(from https://writerity.com/)
10:25:45	27511/27511	---MCZ	200	added ('OK')	text/css	etag:W/%226b77-59a11f7ee29f6%22	https://writerity.com/wp-content/themes/bezel-wp/assets/css/hody-icons.css?ver=5.2.21	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/css/hody-iconsd6eb.css	(from https://writerity.com/)
10:25:45	2599/2599	---MCZ	200	added ('OK')	text/css	etag:W/%22a27-5fab244fdfff7%22	https://writerity.com/wp-content/themes/bezel-wp/style.css?ver=5.2.21	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/styled6eb.css	(from https://writerity.com/)
10:25:45	484758/484758	---MCZ	200	added ('OK')	text/css	etag:W/%2276596-640c83d91880e%22	https://writerity.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.7	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/plugins/js_composer/assets/css/js_composer.mine23c.css	(from https://writerity.com/)
10:25:46	148366/148366	---MCZ	200	added ('OK')	text/css	etag:W/%222438e-64b389e38d0ab%22	https://writerity.com/wp-content/uploads/wp-less-cache/theme-less.css?ver=1771556405	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/wp-less-cache/theme-less2e3b.css	(from https://writerity.com/)
10:25:47	96873/96873	---MCZ	200	added ('OK')	application/javascript	etag:W/%2217a69-64a88288d25f4%22	https://writerity.com/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-includes/js/jquery/jquery4a5f.js	(from https://writerity.com/)
10:25:47	10056/10056	---MCZ	200	added ('OK')	application/javascript	etag:W/%222748-64a8828754c7b%22	https://writerity.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://writerity.com/)
10:25:48	2618/2618	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a3a-64b387ea63807%22	https://writerity.com/wp-content/plugins/wordpress-popular-posts/assets/js/wpp.min.js?ver=5.2.4	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/plugins/wordpress-popular-posts/assets/js/wpp.min4d2c.js	(from https://writerity.com/)
10:25:48	792/792	---MCZ	200	added ('OK')	text/xml	date:Wed,%2025%20Mar%202026%2002:25:56%20GMT	https://writerity.com/xmlrpc.php?rsd	C:/Users/Administrator/Downloads/Writerity/writerity.com/xmlrpc0db0.php	(from https://writerity.com/)
10:25:49	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%22415-64a882248d6ce%22	https://writerity.com/wp-includes/wlwmanifest.xml	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-includes/wlwmanifest.xml	(from https://writerity.com/)
10:25:49	80396/80396	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Mar%202026%2002:25:56%20GMT	https://writerity.com/wp-json/	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-json/index.html	(from https://writerity.com/)
10:25:49	2220/2220	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Mar%202026%2002:25:57%20GMT	https://writerity.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwriterity.com%2F	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-json/oembed/1.0/embedf729.json	(from https://writerity.com/)
10:25:49	2315/2315	---MCZ	200	added ('OK')	text/xml	date:Wed,%2025%20Mar%202026%2002:25:57%20GMT	https://writerity.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwriterity.com%2F&format=xml	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-json/oembed/1.0/embed05ec	(from https://writerity.com/)
10:25:50	563/563	---M--	200	added ('OK')	image/png	etag:%22233-59a13c9506ef0%22	https://writerity.com/wp-content/uploads/2019/12/cropped-writerrity_logo_alpha_250x250px-2-32x32.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/cropped-writerrity_logo_alpha_250x250px-2-32x32.png	(from https://writerity.com/)
10:25:50	6398/6398	---M--	200	added ('OK')	image/png	etag:%2218fe-59a13c9503070%22	https://writerity.com/wp-content/uploads/2019/12/cropped-writerrity_logo_alpha_250x250px-2-192x192.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/cropped-writerrity_logo_alpha_250x250px-2-192x192.png	(from https://writerity.com/)
10:25:50	5608/5608	---M--	200	added ('OK')	image/png	etag:%2215e8-59a13c9505b68%22	https://writerity.com/wp-content/uploads/2019/12/cropped-writerrity_logo_alpha_250x250px-2-180x180.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/cropped-writerrity_logo_alpha_250x250px-2-180x180.png	(from https://writerity.com/)
10:25:50	22179/22179	---M--	200	added ('OK')	image/png	etag:%2256a3-59a11be08476b%22	https://writerity.com/wp-content/uploads/2019/12/writerrity_logo.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/writerrity_logo.png	(from https://writerity.com/)
10:25:51	13365/13365	---M--	200	added ('OK')	image/png	etag:%223435-59a11b51bcf2b%22	https://writerity.com/wp-content/uploads/2019/12/writerrity_logo_1.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/writerrity_logo_1.png	(from https://writerity.com/)
10:25:51	239/239	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202026%2002:25:58%20GMT	http://writerity.com/blog_list	C:/Users/Administrator/Downloads/Writerity/writerity.com/blog_list	(from https://writerity.com/)
10:25:52	84488/84488	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202026%2002:25:59%20GMT	https://writerity.com/jp/	C:/Users/Administrator/Downloads/Writerity/writerity.com/jp/index.html	(from https://writerity.com/)
10:25:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202026%2002:25:59%20GMT	https://writerity.com/blog_list	C:/Users/Administrator/Downloads/Writerity/writerity.com/blog_list	(from https://writerity.com/)
10:25:53	41904/41904	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202026%2002:26:00%20GMT	https://writerity.com/company/	C:/Users/Administrator/Downloads/Writerity/writerity.com/company/index.html	(from https://writerity.com/)
10:25:54	980293/980293	---M--	200	added ('OK')	image/png	etag:%22ef545-5fab23dcf50d1%22	https://writerity.com/wp-content/uploads/2023/05/finalfront.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2023/05/finalfront.png	(from https://writerity.com/)
10:25:55	51734/51734	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202026%2002:26:01%20GMT	https://writerity.com/service/	C:/Users/Administrator/Downloads/Writerity/writerity.com/service/index.html	(from https://writerity.com/)
10:25:57	45405/45405	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202026%2002:26:02%20GMT	https://writerity.com/blog_list/	C:/Users/Administrator/Downloads/Writerity/writerity.com/blog_list/index.html	(from https://writerity.com/)
10:25:57	645541/645541	---M--	200	added ('OK')	image/jpeg	etag:%229d9a5-59a11bfbf7135%22	https://writerity.com/wp-content/uploads/2019/12/l-about.jpg	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/l-about.jpg	(from https://writerity.com/)
10:25:59	189024/189024	---M--	200	added ('OK')	image/jpeg	etag:%222e260-59a11c091346d%22	https://writerity.com/wp-content/uploads/2019/12/m-service.jpg	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/m-service.jpg	(from https://writerity.com/)
10:25:59	1653097/1653097	---M--	200	added ('OK')	image/jpeg	etag:%22193969-59a11bcec7efa%22	https://writerity.com/wp-content/uploads/2019/12/m-mission.jpg	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/m-mission.jpg	(from https://writerity.com/)
10:26:01	46066/46066	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202026%2002:26:02%20GMT	https://writerity.com/recruitment/	C:/Users/Administrator/Downloads/Writerity/writerity.com/recruitment/index.html	(from https://writerity.com/)
10:26:03	41957/41957	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202026%2002:26:05%20GMT	https://writerity.com/inquiry/	C:/Users/Administrator/Downloads/Writerity/writerity.com/inquiry/index.html	(from https://writerity.com/)
10:26:03	3782/3782	---M--	200	added ('OK')	image/jpeg	etag:%22ec6-59a5ec8ab5f63%22	https://writerity.com/wp-content/uploads/2019/12/Pslogo-300x300-1-150x150.jpg	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/Pslogo-300x300-1-150x150.jpg	(from https://writerity.com/)
10:26:04	18135/18135	---M--	200	added ('OK')	image/png	etag:%2246d7-59a11b8f5d8f7%22	https://writerity.com/wp-content/uploads/2019/12/ai-300x292-150x150.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/ai-300x292-150x150.png	(from https://writerity.com/)
10:26:04	19666/19666	---M--	200	added ('OK')	image/png	etag:%224cd2-59a6fb6db6e6a%22	https://writerity.com/wp-content/uploads/2019/12/Aelogo-300x292-150x150.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/Aelogo-300x292-150x150.png	(from https://writerity.com/)
10:26:04	5797/5797	---M--	200	added ('OK')	image/png	etag:%2216a5-59a6fc1b8d19b%22	https://writerity.com/wp-content/uploads/2019/12/laravel-1-150x150.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/laravel-1-150x150.png	(from https://writerity.com/)
10:26:04	3611/3611	---M--	200	added ('OK')	image/jpeg	etag:%22e1b-59a6fc608ea0f%22	https://writerity.com/wp-content/uploads/2019/12/vuejs-1-1-150x150.jpg	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/vuejs-1-1-150x150.jpg	(from https://writerity.com/)
10:26:04	10418/10418	---M--	200	added ('OK')	image/png	etag:%2228b2-59a6fc9895672%22	https://writerity.com/wp-content/uploads/2019/12/nginx-150x150.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/nginx-150x150.png	(from https://writerity.com/)
10:26:05	9123/9123	---M--	200	added ('OK')	image/png	etag:%2223a3-59a6fccc6e98d%22	https://writerity.com/wp-content/uploads/2019/12/swift-150x150.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/swift-150x150.png	(from https://writerity.com/)
10:26:05	3427/3427	---M--	200	added ('OK')	image/jpeg	etag:%22d63-59a11be16ce2b%22	https://writerity.com/wp-content/uploads/2019/12/android-logo-300x219-150x150.jpg	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/android-logo-300x219-150x150.jpg	(from https://writerity.com/)
10:26:05	3730/3730	---M--	200	added ('OK')	image/jpeg	etag:%22e92-59a6fceff7857%22	https://writerity.com/wp-content/uploads/2019/12/aws-150x150.jpeg	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/aws-150x150.jpg	(from https://writerity.com/)
10:26:05	10981/10981	---M--	200	added ('OK')	image/png	etag:%222ae5-59a6fd3f2972b%22	https://writerity.com/wp-content/uploads/2019/12/docker-150x150.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/docker-150x150.png	(from https://writerity.com/)
10:26:06	13456/13456	---M--	200	added ('OK')	image/png	etag:%223490-59a6fd51d8684%22	https://writerity.com/wp-content/uploads/2019/12/tensorflow-150x150.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/tensorflow-150x150.png	(from https://writerity.com/)
10:26:06	3773/3773	---M--	200	added ('OK')	image/jpeg	etag:%22ebd-59a6fd65581b5%22	https://writerity.com/wp-content/uploads/2019/12/blockchain-1-150x150.jpeg	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/blockchain-1-150x150.jpg	(from https://writerity.com/)
10:26:06	6933/6933	---M--	200	added ('OK')	image/png	etag:%221b15-5c697caee6912%22	https://writerity.com/wp-content/uploads/2021/07/adjusted-logo-01.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2021/07/adjusted-logo-01.png	(from https://writerity.com/)
10:26:06	5554/5554	---M--	200	added ('OK')	image/png	etag:%2215b2-5c697cafd9bb2%22	https://writerity.com/wp-content/uploads/2021/07/adjusted-Semos-edukacija_latinica.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2021/07/adjusted-Semos-edukacija_latinica.png	(from https://writerity.com/)
10:26:07	19209/19209	---M--	200	added ('OK')	image/png	etag:%224b09-5c79dad0b0022%22	https://writerity.com/wp-content/uploads/2021/07/adjusted-brainster-1.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2021/07/adjusted-brainster-1.png	(from https://writerity.com/)
10:26:07	20294/20294	---M--	200	added ('OK')	image/png	etag:%224f46-5cac664bfd9ac%22	https://writerity.com/wp-content/uploads/2021/08/javen-advertising-trans.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2021/08/javen-advertising-trans.png	(from https://writerity.com/)
10:26:07	3105/3105	---M--	200	added ('OK')	image/png	etag:%22c21-5dced076da66d%22	https://writerity.com/wp-content/uploads/2022/04/CreativeHub_logo_Black-300x150.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2022/04/CreativeHub_logo_Black-300x150.png	(from https://writerity.com/)
10:26:07	7377/7377	---M--	200	added ('OK')	image/png	etag:%221cd1-59a11bf537894%22	https://writerity.com/wp-content/uploads/2019/12/writerrity_logo_alpha_250x250px-1.png	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/uploads/2019/12/writerrity_logo_alpha_250x250px-1.png	(from https://writerity.com/)
10:26:08	53334/53334	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202026%2002:26:15%20GMT	https://writerity.com/jp/blog/system-ordering/internal-sns-tool	C:/Users/Administrator/Downloads/Writerity/writerity.com/jp/blog/system-ordering/internal-sns-tool.html	(from https://writerity.com/)
10:26:09	49801/49801	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202026%2002:26:16%20GMT	https://writerity.com/jp/blog/system-ordering/crm-ma-tools/	C:/Users/Administrator/Downloads/Writerity/writerity.com/jp/blog/system-ordering/crm-ma-tools/index.html	(from https://writerity.com/)
10:26:10	52253/52253	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202026%2002:26:16%20GMT	https://writerity.com/jp/blog/system-ordering/extension-function-development	C:/Users/Administrator/Downloads/Writerity/writerity.com/jp/blog/system-ordering/extension-function-development.html	(from https://writerity.com/)
10:26:10	57571/57571	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202026%2002:26:17%20GMT	https://writerity.com/jp/blog/system-ordering/cms-development	C:/Users/Administrator/Downloads/Writerity/writerity.com/jp/blog/system-ordering/cms-development.html	(from https://writerity.com/)
10:26:11	53166/53166	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202026%2002:26:18%20GMT	https://writerity.com/jp/blog/callcenter-outsourcing/telephone-answering-service-24hours	C:/Users/Administrator/Downloads/Writerity/writerity.com/jp/blog/callcenter-outsourcing/telephone-answering-service-24hours.html	(from https://writerity.com/)
10:26:12	54248/54248	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202026%2002:26:19%20GMT	https://writerity.com/jp/blog/system-ordering/what-can-bitool-do	C:/Users/Administrator/Downloads/Writerity/writerity.com/jp/blog/system-ordering/what-can-bitool-do.html	(from https://writerity.com/)
10:26:12	30611/30611	---MCZ	200	added ('OK')	text/css	etag:W/%227793-640c87d679e7d%22	https://writerity.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.7	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.mine23c.css	(from https://writerity.com/)
10:26:12	14627/14627	---MCZ	200	added ('OK')	application/javascript	etag:W/%223923-644037a6aca3d%22	https://writerity.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.9	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/plugins/contact-form-7/includes/js/scripts38c6.js	(from https://writerity.com/)
10:26:12	2391/2391	---MCZ	200	added ('OK')	application/javascript	etag:W/%22957-64b387a131f3b%22	https://writerity.com/wp-content/plugins/copy-the-code/assets/js/copy-the-code.js?ver=1.3.1	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/plugins/copy-the-code/assets/js/copy-the-codee7f0.js	(from https://writerity.com/)
10:26:12	6091/6091	---MCZ	200	added ('OK')	application/javascript	etag:W/%2217cb-64b38707c0b33%22	https://writerity.com/wp-content/plugins/table-of-contents-plus/front.min.js?ver=2002	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/plugins/table-of-contents-plus/front.min673a.js	(from https://writerity.com/)
10:26:13	193470/193470	---MCZ	200	added ('OK')	application/javascript	etag:W/%222f3be-59a11f882a996%22	https://writerity.com/wp-content/themes/bezel-wp/assets/js/bundle.js?ver=5.2.21	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/js/bundled6eb.js	(from https://writerity.com/)
10:26:13	42453/42453	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a5d5-59a11f887492e%22	https://writerity.com/wp-content/themes/bezel-wp/assets/js/main.js?ver=5.2.21	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/js/maind6eb.js	(from https://writerity.com/)
10:26:13	21330/21330	---MCZ	200	added ('OK')	application/javascript	etag:W/%225352-59a11f861cb86%22	https://writerity.com/wp-content/themes/bezel-wp/assets/js/SmoothScroll.js?ver=5.2.21	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/js/SmoothScrolld6eb.js	(from https://writerity.com/)
10:26:13	1443/1443	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a3-64a8824f65ee8%22	https://writerity.com/wp-includes/js/wp-embed.min.js?ver=5.2.21	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-includes/js/wp-embed.mind6eb.js	(from https://writerity.com/)
10:26:14	19706/19706	---MCZ	200	added ('OK')	application/javascript	etag:W/%224cfa-640c850e3f546%22	https://writerity.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.7	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.mine23c.js	(from https://writerity.com/)
10:26:14	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-6440379a0561c%22	https://writerity.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://writerity.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.9)
10:26:15	36324/36324	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202026%2002:26:22%20GMT	https://writerity.com/wp-content/themes/bezel-wp/assets/fonts/glyphicons-halflings-regular.eot	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/fonts/glyphicons-halflings-regular.eot	(from https://writerity.com/wp-content/themes/bezel-wp/assets/css/bundle.css?ver=5.2.21)
10:26:16	36325/36325	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202026%2002:26:23%20GMT	https://writerity.com/wp-content/themes/bezel-wp/assets/fonts/glyphicons-halflings-regular.eot?	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://writerity.com/wp-content/themes/bezel-wp/assets/css/bundle.css?ver=5.2.21)
10:26:17	36326/36326	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202026%2002:26:24%20GMT	https://writerity.com/wp-content/themes/bezel-wp/assets/fonts/glyphicons-halflings-regular.woff2	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/fonts/glyphicons-halflings-regular.woff2	(from https://writerity.com/wp-content/themes/bezel-wp/assets/css/bundle.css?ver=5.2.21)
10:26:17	36325/36325	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202026%2002:26:25%20GMT	https://writerity.com/wp-content/themes/bezel-wp/assets/fonts/glyphicons-halflings-regular.woff	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/fonts/glyphicons-halflings-regular.woff	(from https://writerity.com/wp-content/themes/bezel-wp/assets/css/bundle.css?ver=5.2.21)
10:26:18	36324/36324	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202026%2002:26:26%20GMT	https://writerity.com/wp-content/themes/bezel-wp/assets/fonts/glyphicons-halflings-regular.ttf	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/fonts/glyphicons-halflings-regular.ttf	(from https://writerity.com/wp-content/themes/bezel-wp/assets/css/bundle.css?ver=5.2.21)
10:26:19	36324/36324	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202026%2002:26:26%20GMT	https://writerity.com/wp-content/themes/bezel-wp/assets/fonts/glyphicons-halflings-regular.svg	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/fonts/glyphicons-halflings-regular.svg	(from https://writerity.com/wp-content/themes/bezel-wp/assets/css/bundle.css?ver=5.2.21)
10:26:20	116976/116976	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221c8f0-59a11f8e061c6%22	https://writerity.com/wp-content/themes/bezel-wp/assets/fonts/hody-icons.eot	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/fonts/hody-icons.eot	(from https://writerity.com/wp-content/themes/bezel-wp/assets/css/hody-icons.css?ver=5.2.21)
10:26:20	116976/116976	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221c8f0-59a11f8e061c6%22	https://writerity.com/wp-content/themes/bezel-wp/assets/fonts/hody-icons.eot?	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/fonts/hody-iconsd41d.eot	(from https://writerity.com/wp-content/themes/bezel-wp/assets/css/hody-icons.css?ver=5.2.21)
10:26:20	73444/73444	---M--	200	added ('OK')	application/font-woff	etag:%2211ee4-59a11f8f3228f%22	https://writerity.com/wp-content/themes/bezel-wp/assets/fonts/hody-icons.woff	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/fonts/hody-icons.woff	(from https://writerity.com/wp-content/themes/bezel-wp/assets/css/hody-icons.css?ver=5.2.21)
10:26:20	116804/116804	---M--	200	added ('OK')	application/font-sfnt	etag:%221c844-59a11f90dda67%22	https://writerity.com/wp-content/themes/bezel-wp/assets/fonts/hody-icons.ttf	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/fonts/hody-icons.ttf	(from https://writerity.com/wp-content/themes/bezel-wp/assets/css/hody-icons.css?ver=5.2.21)
10:26:21	302520/302520	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2249db8-59a11f8c2bbee%22	https://writerity.com/wp-content/themes/bezel-wp/assets/fonts/hody-icons.svg	C:/Users/Administrator/Downloads/Writerity/writerity.com/wp-content/themes/bezel-wp/assets/fonts/hody-icons.svg	(from https://writerity.com/wp-content/themes/bezel-wp/assets/css/hody-icons.css?ver=5.2.21)
